output,ground_truth,label
,"['Director of Athletics', 'Recruiting Coordinator', 'Athletic Coordinator', 'Director of Personnel', 'Skills Trainer']",0
"['Donald Trump', 'Joe Biden']","['U.S. Senator', 'Congressman']",0
"[30308042, 30308042, 30212711]","[0.7557249985959847, 0.7413189187628788, 0.7034528053640179]",0
"[20, 20, 20, 20]","[0.1652381569664056, 0.2005428064324122, 0.2215546116855247, 0.2506791678499942]",0
"[KamalaHarris, Donald J. Trump, Barack Obama, Joe Biden, Justin Trudeau]","[0.9794365922809228, 0.9723660656030668, 0.954299437125917, 0.9362989453985364, 0.9307917067583288]",0
"[23421, 23443]","[0.0353641396193574, 0.0355792960526332]",0
FALSE,FALSE,1
FALSE,FALSE,1
FALSE,FALSE,1
TRUE,FALSE,0
20250,18424,0
1890,367,0
96,72,0
1079,113,0
Radio/TV,Radio/TV,1
Skilled,Skilled,1
,Existing Credits Paid Back Duly Till Now,0
Less than 100 DM,Less than 100 DM,1
"[Highly Skilled, Skilled, Unskilled - Resident]","['Highly Skilled', 'Skilled', 'Highly Skilled']",0
"['Highly Skilled', 'Skilled', 'Unskilled - Resident', 'Unemployed / Unskilled  - Non-Resident']","['Skilled', 'Skilled', 'Skilled', 'Unskilled - Resident']",0
"[Skilled, Skilled, Skilled, Unskilled - Resident, Unskilled - Resident]","['Skilled', 'Skilled', 'Unskilled - Resident', 'Highly Skilled', 'Skilled']",0
"['Unskilled - Resident', 'Unskilled - Resident']","['Highly Skilled', 'Highly Skilled']",0
"[24361.0, 23456.0, 22999.0]","[18424, 15945, 15857]",0
"[12, 24, 36, 48]","[72, 60, 60, 60]",0
"[10, 10, 10, 10, 10]","[4, 4, 4, 4, 4]",0
"[85, 85]","[75, 75]",0
TRUE,FALSE,0
TRUE,FALSE,0
FALSE,TRUE,0
TRUE,TRUE,1
32,0,0
0.0509,0.08465,0
120,18,0
10.7,0.2748,0
champagne,bacon,0
champagne,honey,0
watermelon,honey,0
chicken,beef,0
"['hamburger', 'french fries', 'pizza', 'hotdog', 'burrito']","['bacon', 'peanuts', 'chocolate bar', 'popcorn', 'cookie']",0
"[broccoli, cauliflower, turnip]","['chestnut', 'pancakes', 'cheese']",0
"[black tea, sake, champagne, beer]","['bacon', 'peanuts', 'cheese', 'popcorn']",0
"['rice crackers', 'bread', 'croissant', 'french bread', 'cheese', 'butter']","['candy', 'black tea', 'bacon', 'champagne', 'red wine', 'red apple']",0
"[9.78, 9.78, 9.76, 9.76, 9.46]","[8.98, 5.67, 5.18, 5.0, 4.97]",0
"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1
"[0.995, 0.4481, 0.421, 0.3984]","[0.995, 0.4924, 0.3099, 0.281]",0
"[0.005, 0.0053, 0.0054, 0.006, 0.0061, 0.0062]","[0.0, 0.0, 0.0007, 0.0007, 0.0007, 0.002]",0
TRUE,TRUE,1
FALSE,FALSE,1
TRUE,TRUE,1
TRUE,TRUE,1
154,372,0
80,37.42012059,0
0,10344,0
107,105,0
I will vote for PP,[Ciudadanos],0
The party ideas are close to my own,The party ideas are close to my own,1
Other,Ciudadanos,0
Castellano,Castellano,1
"['PSOE', 'PP', 'Podemos', 'Ciudadanos', 'VOX']","['[Ciudadanos]', '[]', '[I am undeceided]', '[Podemos]', '[PP]']",0
"['The party is the most competent', 'The party ideas are close to my own', 'I like the party leader']","['The party ideas are close to my own', 'The party is the most competent', 'I prefer not to say']",0
"['PSOE', 'PP', 'Ciudadanos', 'I prefer not to say']","['Ciudadanos', 'PP', 'I prefer not to say', 'Podemos']",0
"['English', 'Español', 'Français', 'Deutsch', 'Português', 'Italiano']","['Castellano', 'Catal�?, 'Galego', 'Euskara']",0
"[75.0, 76.0, 77.0, 78.0, 79.0]","[38.0, 23.0, 39.0, 25.0, 35.0]",0
"[5.0, 10.0, 0.0]","[5.0, 3.0, 6.0]",0
"[5.0, 6.0, 7.0, 10.0]","[5.0, 3.0, 4.0, 0.0]",0
"[4.0, 3.0, 2.0, 5.0, 1.0, 1.0]","[2.0, 3.0, 4.0, 1.0, 5.0]",0
TRUE,TRUE,1
,TRUE,0
,TRUE,0
,TRUE,0
1961,1315,0
122,799,0
0,0,1
0,774,0
65+,65+,1
Donald Trump (Republican),Donald Trump (Republican),1
"Some college, no degree","Some college, no degree",1
East North Central,South Atlantic,0
"['NY', 'CA', 'TX', 'FL', 'PA']","['CA', 'TX', 'NY', 'FL', 'GA']",0
"[Industrial (e.g. construction, manufacturing, maintenance and repair), Office worker or other professional, Healthcare, Sales or retail]","['Other', 'Healthcare', 'Office worker or other professional', 'Industrial (e.g. construction, manufacturing, maintenance and repair)']",0
,"['White (not Hispanic, Latino or Spanish origin)', 'Black or African American (not Hispanic, Latino or Spanish origin)', 'Hispanic, Latino or Spanish origin']",0
"[65+, 45-54, 55-64, 35-44, 25-34, 18-24]","['65+', '55-64', '45-54', '35-44', '18-24', '25-34']",0
"[13121, 48027, 22003]","[6037, 13121, 48201]",0
"[14.5, 13.3, 13.1, 10.0]","[0.8085780015111617, 0.7742084493732905, 0.3063435812288158, 0.629527660735561]",0
"[6, 4, 2, 5, 3]","[1, 2, 3, 4, 5]",0
"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0]","[10.0, 11.0, 0.0, 1.0, 9.0, 5.0]",0
TRUE,FALSE,0
,TRUE,0
,TRUE,0
TRUE,TRUE,1
1316,940,0
3.5,16.19912,0
49900,549900,0
1500,4237,0
,Supergarage,0
VOLKSWAGEN,VOLKSWAGEN,1
Gasolina,Diésel,0
Madrid,Madrid,1
"['Madrid', 'Barcelona', 'Valencia']","['Madrid', 'Barcelona', 'Valencia']",1
"['Blanco', 'Gris / Plata', 'Negro', 'Azul']","['Blanco', 'Gris / Plata', 'Negro', 'Azul']",1
"['VOLKSWAGEN', 'CITROEN', 'PEUGEOT', 'RENAULT', 'FORD']","['VOLKSWAGEN', 'BMW', 'MERCEDES-BENZ', 'AUDI', 'PEUGEOT']",0
"['Híbrido enchufable', 'Híbrido']","['Gas natural (CNG)', 'Gas licuado (GLP)']",0
"[2017.0, 2019.0, 2016.0, 2018.0]","[2016.0, 2017.0, 2019.0, 2020.0]",0
"[399500, 400000, 399999]","[5000000, 4000006, 3500000]",0
"['2.2 TDi 4x4', '1.8 TDI', '1.9 TD', '1.9 TDI', '2.5TDi']","[54, 54, 54, 54, 54]",0
"[740.0, 705.0, 684.0, 683.0, 679.0, 678.0]","[800.0, 800.0, 796.0, 772.0, 720.0, 720.0]",0
FALSE,TRUE,0
TRUE,TRUE,1
FALSE,TRUE,0
FALSE,TRUE,0
64,95,0
,159,0
100,9684,0
1447,2478,0
afternoon,morning,0
Pastry,Coffee,0
Hearty & Seasonal,Adjustment,0
afternoon,morning,0
"['Coffee', 'Bread', 'Tea']","['Coffee', 'Bread', 'Pastry']",0
"['Lemon Juice', 'Hot chocolate', 'Coca-Cola Zero Sugar', 'Red Bull']","['Chicken sand', 'Gift voucher', 'Bare Popcorn', 'Raw bars']",0
"['Scandinavian', 'Bread', 'Muffin', 'Jam', 'Hot chocolate']","['Coffee', 'Bread', 'Tea', 'Cake', 'Pastry']",0
"['Coffee', 'Scandinavian', 'Bread', 'Tea']","['Art Tray', 'Mighty Protein', 'Mortimer', 'Vegan Mincepie']",0
"[4, 5, 6, 7]","[6474, 6716, 6279, 6412]",0
"[99, 98, 97, 96, 95]","[9680, 9681, 9682, 9683, 9684]",0
"[1, 2, 3, 3, 5]","[6412, 6279, 6474, 6603, 6716, 6642]",0
"[1, 2]","[9683, 9684]",0
FALSE,FALSE,1
TRUE,FALSE,0
FALSE,TRUE,0
FALSE,FALSE,1
193,162,0
,4.204158004,0
671509517,670801367,0
2011,786,0
United Kingdom,United States,0
,Disneyland_Paris,0
Jan-19,missing,0
United States,Armenia,0
"['Australia', 'United Kingdom', 'United States']","['United States', 'United Kingdom', 'Australia']",1
,"['Disneyland_Paris', 'Disneyland_HongKong']",0
"['2019-4', '2019-3', '2018-12', '2019-1']","['missing', '2015-8', '2015-7', '2015-12']",0
"['Russia', 'South Africa', 'Germany']","['Turks and Caicos Islands', 'South Sudan', 'Suriname']",0
"[666237713, 666236967, 666208969, 666075052, 665910063]","[670585330, 670570869, 670443403, 670435886, 670324965]",0
"[669052191, 668991411, 668942771, 667987011]","[662641193, 658624005, 649615606, 647822351]",0
"[5, 5, 5, 5, 5, 5]","[5, 5, 5, 5, 5, 5]",1
,"[1, 1, 1]",0
FALSE,FALSE,1
TRUE,TRUE,1
TRUE,TRUE,1
TRUE,TRUE,1
3,1,0
23055.3,8774.520447,0
216569,589793,0
,2891,0
Donald J. Trump,Donald J. Trump,1
,Such a beautiful and important evening! The forgotten man and woman will never be forgotten again. We will all come together as never before,0
en,und,0
en,en,1
"['realDonaldTrump', 'CNNPolitics', 'CNN Breaking News']",['realDonaldTrump'],0
"[pl, es]","['pt', 'fi']",0
"['FoxNews', 'realdonaldtrump', 'TrueNews', 'FCC']","['realDonaldTrump', 'FoxNews', 'CNN', 'foxandfriends']",0
"['Barack Obama', 'Ronald Reagan', 'Elon Musk']",['Donald J. Trump'],0
,"[881503147168071680, 795954831718498305, 929511061954297857, 796315640307060738, 948355557022420992]",0
,"[591222909626114050, 591412084895838208, 586751374286721024, 575589231160127489]",0
"[106072, 106072, 106072, 106072, 106072, 106072]","[589793, 589750, 557779, 539249, 476457, 376626]",0
"[0, 1, 2]","[1, 1, 2]",0
FALSE,FALSE,1
TRUE,TRUE,1
,TRUE,0
TRUE,TRUE,1
3,9,0
0.12649381,0.088480333,0
491,770.5,0
300,651,0
Unknown,Christophe Viau,0
,Mike Bostock,0
,https://storage.googleapis.com/pics.contexto.io/photos/paperclips/000/016/457/thumb/Saw-whet_Owl_10_normal.jpg?1517502050,0
,The Gibson Project,0
,"['Lynn Cherny', 'Alberto Cairo', 'Sinan Aral']",0
,"['LIFE', 'New Options Project']",0
,"['Detective.io', 'The Thrust', 'Open Budgets', 'NewsFuturist']",0
,"['digital PR cat', 'Ismail Onur Filiz', 'Dave Golland']",0
"[200, 201, 202, 203, 204]","[568, 423, 6392, 4548, 579]",0
,"[177, 240, 294, 369]",0
"[0.6029751067034804, 0.","[1.0, 0.6029751067034804, 0.5666707687637932, 0.5202348027491394, 0.5110606617858531, 0.5081183103684572]",0
"[0.5, 0.0, 0.0]","[1.0, 1.0, 1.0]",0
TRUE,TRUE,1
TRUE,TRUE,1
TRUE,FALSE,0
TRUE,TRUE,1
15,7,0
4.142857143,2.841584158,0
46,8,0
0,27,0
1,1,1
"['ant', 'fly', 'roach', 'scorpion', 'tick', 'tortoise']",octopus,0
3,7,0
"['Pangolin', 'Flea']",frog,0
"['skimmer', 'spoonbill', 'tern']","['octopus', 'scorpion', 'crayfish']",0
"['worm', 'wolverine']","['bass', 'carp']",0
"[1, 2, 4, 6]","[1, 2, 4, 7]",0
"[6, 5, 3]","[5, 3, 6]",1
"[1, 2, 4, 6, 7]","[1, 6, 2, 7, 5]",0
"[3, 3, 3, 5]","[4, 3, 5, 7]",0
"[4, 0, 2, 6, 8]","[4, 2, 0, 6, 8, 5]",0
"[5, 6, 8]","[5, 8, 6]",1
FALSE,FALSE,1
TRUE,FALSE,0
TRUE,TRUE,1
TRUE,TRUE,1
2866,4070,0
2.86,4.611113626,0
432,80995,0
1000,495478,0
United Kingdom,United Kingdom,1
,Manual,0
,"PAPER CRAFT , LITTLE BIRDIE",0
United Kingdom,United Kingdom,1
,"['PAPER CRAFT , LITTLE BIRDIE', 'MEDIUM CERAMIC TOP STORAGE JAR', 'ASSTD DESIGN 3D PAPER STICKERS']",0
,"['PAPER CRAFT , LITTLE BIRDIE', 'MEDIUM CERAMIC TOP STORAGE JAR']",0
"['United Kingdom', 'France', 'Australia', 'United States']","['United Kingdom', 'Germany', 'France', 'EIRE']",0
"['Iceland', 'Guernsey', 'Jersey']","['Saudi Arabia', 'Bahrain', 'Czech Republic']",0
"['536385.0', '536383.0', '536383.0', '536383.0', '536383.0']","['581483', '541431', '578841', '542504', '573008']",0
"[8017.0, 8028.0, 8122.0, 8417.0]","[23843, 21366, 23005, 23005, 84347]",0
"[6, 8, 24, 2, 3, 12]","[1, 2, 12, 6, 4, 3]",0
"[-1, -1, -1]","[-312, -79, 404]",0
