output,ground_truth,label
,TRUE,0
,TRUE,0
,372,0
,37.42012059,0
,10344,0
,105,0
,[Ciudadanos],0
,The party ideas are close to my own,0
,Ciudadanos,0
,Castellano,0
,"['[Ciudadanos]', '[]', '[I am undeceided]', '[Podemos]', '[PP]']",0
,"['The party ideas are close to my own', 'The party is the most competent', 'I prefer not to say']",0
,"['Ciudadanos', 'PP', 'I prefer not to say', 'Podemos']",0
,"['Castellano', 'Catal�?, 'Galego', 'Euskara']",0
,"[38.0, 23.0, 39.0, 25.0, 35.0]",0
,"[5.0, 3.0, 6.0]",0
,"[5.0, 3.0, 4.0, 0.0]",0
,"[2.0, 3.0, 4.0, 1.0, 5.0]",0
,TRUE,0
,TRUE,0
,TRUE,0
,TRUE,0
,1315,0
,799,0
,0,0
,774,0
,65+,0
,Donald Trump (Republican),0
,"Some college, no degree",0
,South Atlantic,0
,"['CA', 'TX', 'NY', 'FL', 'GA']",0
,"['Other', 'Healthcare', 'Office worker or other professional', 'Industrial (e.g. construction, manufacturing, maintenance and repair)']",0
,"['White (not Hispanic, Latino or Spanish origin)', 'Black or African American (not Hispanic, Latino or Spanish origin)', 'Hispanic, Latino or Spanish origin']",0
,"['65+', '55-64', '45-54', '35-44', '18-24', '25-34']",0
,"[6037, 13121, 48201]",0
,"[0.8085780015111617, 0.7742084493732905, 0.3063435812288158, 0.629527660735561]",0
,"[1, 2, 3, 4, 5]",0
,"[10.0, 11.0, 0.0, 1.0, 9.0, 5.0]",0
,FALSE,0
,TRUE,0
,TRUE,0
,TRUE,0
,940,0
,16.19912,0
,549900,0
,4237,0
,Supergarage,0
,VOLKSWAGEN,0
,Diésel,0
,Madrid,0
,"['Madrid', 'Barcelona', 'Valencia']",0
,"['Blanco', 'Gris / Plata', 'Negro', 'Azul']",0
,"['VOLKSWAGEN', 'BMW', 'MERCEDES-BENZ', 'AUDI', 'PEUGEOT']",0
,"['Gas natural (CNG)', 'Gas licuado (GLP)']",0
,"[2016.0, 2017.0, 2019.0, 2020.0]",0
,"[5000000, 4000006, 3500000]",0
,"[54, 54, 54, 54, 54]",0
,"[800.0, 800.0, 796.0, 772.0, 720.0, 720.0]",0
,TRUE,0
,TRUE,0
,TRUE,0
,TRUE,0
,95,0
,159,0
,9684,0
,2478,0
,morning,0
,Coffee,0
,Adjustment,0
,morning,0
,"['Coffee', 'Bread', 'Pastry']",0
,"['Chicken sand', 'Gift voucher', 'Bare Popcorn', 'Raw bars']",0
,"['Coffee', 'Bread', 'Tea', 'Cake', 'Pastry']",0
,"['Art Tray', 'Mighty Protein', 'Mortimer', 'Vegan Mincepie']",0
,"[6474, 6716, 6279, 6412]",0
,"[9680, 9681, 9682, 9683, 9684]",0
,"[6412, 6279, 6474, 6603, 6716, 6642]",0
,"[9683, 9684]",0
,FALSE,0
,FALSE,0
,TRUE,0
,FALSE,0
,162,0
,4.204158004,0
,670801367,0
,786,0
,United States,0
,Disneyland_Paris,0
,missing,0
,Armenia,0
,"['United States', 'United Kingdom', 'Australia']",0
,"['Disneyland_Paris', 'Disneyland_HongKong']",0
,"['missing', '2015-8', '2015-7', '2015-12']",0
,"['Turks and Caicos Islands', 'South Sudan', 'Suriname']",0
,"[670585330, 670570869, 670443403, 670435886, 670324965]",0
,"[662641193, 658624005, 649615606, 647822351]",0
,"[5, 5, 5, 5, 5, 5]",0
,"[1, 1, 1]",0
,FALSE,0
,TRUE,0
,TRUE,0
,TRUE,0
,1,0
,8774.520447,0
,589793,0
,2891,0
,Donald J. Trump,0
,Such a beautiful and important evening! The forgotten man and woman will never be forgotten again. We will all come together as never before,0
,und,0
,en,0
,['realDonaldTrump'],0
,"['pt', 'fi']",0
,"['realDonaldTrump', 'FoxNews', 'CNN', 'foxandfriends']",0
,['Donald J. Trump'],0
,"[881503147168071680, 795954831718498305, 929511061954297857, 796315640307060738, 948355557022420992]",0
,"[591222909626114050, 591412084895838208, 586751374286721024, 575589231160127489]",0
,"[589793, 589750, 557779, 539249, 476457, 376626]",0
,"[1, 1, 2]",0
,FALSE,0
,TRUE,0
,TRUE,0
,TRUE,0
,9,0
,0.088480333,0
,770.5,0
,651,0
,Christophe Viau,0
,Mike Bostock,0
,https://storage.googleapis.com/pics.contexto.io/photos/paperclips/000/016/457/thumb/Saw-whet_Owl_10_normal.jpg?1517502050,0
,The Gibson Project,0
,"['Lynn Cherny', 'Alberto Cairo', 'Sinan Aral']",0
,"['LIFE', 'New Options Project']",0
,"['Detective.io', 'The Thrust', 'Open Budgets', 'NewsFuturist']",0
,"['digital PR cat', 'Ismail Onur Filiz', 'Dave Golland']",0
,"[568, 423, 6392, 4548, 579]",0
,"[177, 240, 294, 369]",0
,"[1.0, 0.6029751067034804, 0.5666707687637932, 0.5202348027491394, 0.5110606617858531, 0.5081183103684572]",0
,"[1.0, 1.0, 1.0]",0
"Yes, there are 9 animals with feathers.",TRUE,1
Yes.,TRUE,1
Yes,FALSE,0
"Yes, there are 19 instances of domesticated animals in the dataset.",TRUE,1
There are 33 unique types of animals.,7,0
The average number of legs is: 3.44,2.841584158,0
"3 (in some species of centipedes, but some species of millipedes have up to 750)",8,0
3,27,0
"The most common class type is 1, which appears 23 times in the table.",1,1
"From the table, the animals with 8 legs are:

* Spider (not in the table, but a spider is typically 8-legged)
* Lobster 
* Crab 
* Scorpion 
* Starfish 
* Octopus 
* Seasnake 
* Tuatara",octopus,0
"There are 8 animals with 8 legs. 

For class type:
- class type 7 appears 7 times
- class type 6 appears 8 times",7,0
"Based on the table, the following animals are venomous:

1. Gnat
2. Pitviper
3. Seahorse
4. Seasnake
5. Seawasp
6. Slowworm
7. Tortoise 
8. Tuatara 
9. Vampire",frog,0
"Based on the table, the top 3 animal names with the most legs are:

1. Sealion (8)
2. Termite (8)
3. Starfish (5)","['octopus', 'scorpion', 'crayfish']",0
"The bottom 2 animal names in terms of the number of legs are:

1. Worm (2 legs)
2. Tuatara (2 legs)","['bass', 'carp']",0
"Based on the table, here are the top 4 class types with the most animals:

| Class Type | Count |
| --- | --- |
| 1 | 19 |
| 4 | 8 |
| 2 | 7 |
| 7 | 5 |","[1, 2, 4, 7]",1
"Here is the answer based on the table:

| Class Type | Count |
| --- | --- |
| 6 | 9 |
| 7 | 14 |
| 3 | 11 |

These three class types have the least number of animals.","[5, 3, 6]",0
"Here are the 5 most common class types with the most combined total legs:

| class_type | legs | total_legs |
| --- | --- | --- |
| 1 | 4 | 52 |
| 4 | 0 | 20 |
| 2 | 2 | 16 |
| 7 | 0 | 14 |
| 6 | 6 | 14 |

Let me know if you have any further questions!","[1, 6, 2, 7, 5]",0
"Here are the bottom 4 class types with the least combined total legs:

| Class Type | Combined Total Legs |
| --- | --- |
| 7 | 0 |
| 3 | 6 |
| 6 | 24 |
| 2 | 28 |

Note: The numbers are based on the 'legs' column of the table and the 'class_type' column up to the 50th row (since there are 50 rows in the table).","[4, 3, 5, 7]",0
"Based on the table, the top 6 most common numbers of legs are:

1. 4 (appears 34 times)
2. 2 (appears 24 times)
3. 6 (appears 8 times)
4. 0 (appears 7 times)
5. 8 (appears 2 times)
6. Other numbers (each appears less than 2 times)","[4, 2, 0, 6, 8, 5]",0
"Based on the table, the least common 3 numbers of legs that animals have are:

* 2
* 4","[5, 8, 6]",0
,FALSE,0
,FALSE,0
,TRUE,0
,TRUE,0
,4070,0
,4.611113626,0
,80995,0
,495478,0
,United Kingdom,0
,Manual,0
,"PAPER CRAFT , LITTLE BIRDIE",0
,United Kingdom,0
,"['PAPER CRAFT , LITTLE BIRDIE', 'MEDIUM CERAMIC TOP STORAGE JAR', 'ASSTD DESIGN 3D PAPER STICKERS']",0
,"['PAPER CRAFT , LITTLE BIRDIE', 'MEDIUM CERAMIC TOP STORAGE JAR']",0
,"['United Kingdom', 'Germany', 'France', 'EIRE']",0
,"['Saudi Arabia', 'Bahrain', 'Czech Republic']",0
,"['581483', '541431', '578841', '542504', '573008']",0
,"[23843, 21366, 23005, 23005, 84347]",0
,"[1, 2, 12, 6, 4, 3]",0
,"[-312, -79, 404]",0
